month,day,year,hour,minute,second,lotus date,obs flow,avg DWF,gwi adjustment,adjusted DWF,gwi flow,BWF,iandi,,
3,5,2008,11,30,0,39512.47917,1.96,1.4865,0.3894,1.8759,1.5528,0.3232,0.0841,,
3,5,2008,11,45,0,39512.48958,2.058,1.498,0.3839,1.8819,1.5489,0.333,0.1761,,
3,5,2008,12,0,0,39512.5,2.125,1.4999,0.3785,1.8784,1.545,0.3333,0.2466,,
3,5,2008,12,15,0,39512.51042,2.143,1.5019,0.3731,1.875,1.5412,0.3338,0.268,,
3,5,2008,12,30,0,39512.52083,2.19,1.4915,0.3676,1.8591,1.5373,0.3218,0.3309,,
3,5,2008,12,45,0,39512.53125,2.041,1.4829,0.3622,1.845,1.5335,0.3116,0.196,,
3,5,2008,13,0,0,39512.54167,2.011,1.4646,0.3567,1.8213,1.5296,0.2917,0.1897,,
3,5,2008,13,15,0,39512.55208,2.024,1.4613,0.3513,1.8126,1.5258,0.2868,0.2114,,
3,5,2008,13,30,0,39512.5625,1.959,1.4741,0.3458,1.8199,1.5219,0.298,0.1391,,
3,5,2008,13,45,0,39512.57292,2.241,1.4768,0.3404,1.8171,1.5181,0.2991,0.4239,,
3,5,2008,14,0,0,39512.58333,2.427,1.4802,0.3349,1.8151,1.5142,0.3008,0.6119,,
3,5,2008,14,15,0,39512.59375,2.277,1.4549,0.3295,1.7843,1.5104,0.274,0.4927,,
3,5,2008,14,30,0,39512.60417,1.998,1.4532,0.324,1.7772,1.5065,0.2707,0.2208,,
3,5,2008,14,45,0,39512.61458,2.371,1.4625,0.3186,1.781,1.5027,0.2784,0.59,,
3,5,2008,15,0,0,39512.625,2.259,1.4581,0.3131,1.7713,1.4988,0.2724,0.4877,,
3,5,2008,15,15,0,39512.63542,2.071,1.4532,0.3077,1.7609,1.495,0.2659,0.3101,,
3,5,2008,15,30,0,39512.64583,1.941,1.4351,0.3022,1.7373,1.4911,0.2462,0.2037,,
3,5,2008,15,45,0,39512.65625,2.078,1.4445,0.2968,1.7412,1.4873,0.254,0.3368,,
3,5,2008,16,0,0,39512.66667,2.255,1.4593,0.2913,1.7506,1.4834,0.2672,0.5044,,
3,5,2008,16,15,0,39512.67708,2.079,1.4658,0.2859,1.7517,1.4796,0.2721,0.3273,,
3,5,2008,16,30,0,39512.6875,2.193,1.4641,0.2804,1.7445,1.4757,0.2688,0.4485,,
3,5,2008,16,45,0,39512.69792,2.147,1.476,0.275,1.751,1.4719,0.2791,0.396,,
3,5,2008,17,0,0,39512.70833,2.157,1.4899,0.2695,1.7594,1.468,0.2914,0.3976,,
3,5,2008,17,15,0,39512.71875,2.044,1.5076,0.2641,1.7717,1.4642,0.3075,0.2723,,
3,5,2008,17,30,0,39512.72917,1.911,1.4854,0.2586,1.7441,1.4603,0.2838,0.1669,,
3,5,2008,17,45,0,39512.73958,2.288,1.5163,0.2532,1.7695,1.4564,0.313,0.5185,,
3,5,2008,18,0,0,39512.75,2.221,1.5515,0.2478,1.7992,1.4526,0.3466,0.4218,,
3,5,2008,18,15,0,39512.76042,1.991,1.5548,0.2423,1.7971,1.4487,0.3484,0.1939,,
3,5,2008,18,30,0,39512.77083,2.047,1.5473,0.2369,1.7842,1.4449,0.3393,0.2628,,
3,5,2008,18,45,0,39512.78125,2.209,1.5871,0.2314,1.8185,1.441,0.3774,0.3905,,
3,5,2008,19,0,0,39512.79167,2.244,1.6074,0.226,1.8334,1.4372,0.3962,0.4106,,
3,5,2008,19,15,0,39512.80208,2.107,1.5775,0.2205,1.798,1.4333,0.3647,0.309,,
3,5,2008,19,30,0,39512.8125,2.29,1.5901,0.2151,1.8052,1.4295,0.3757,0.4848,,
3,5,2008,19,45,0,39512.82292,2.108,1.6187,0.2096,1.8283,1.4256,0.4027,0.2797,,
3,5,2008,20,0,0,39512.83333,2.16,1.5887,0.2042,1.7929,1.4218,0.3711,0.3671,,
3,5,2008,20,15,0,39512.84375,1.936,1.6025,0.1987,1.8012,1.4179,0.3833,0.1348,,
3,5,2008,20,30,0,39512.85417,2.226,1.6284,0.1933,1.8217,1.4141,0.4076,0.4043,,
3,5,2008,20,45,0,39512.86458,2.206,1.6338,0.1878,1.8216,1.4102,0.4114,0.3844,,
3,5,2008,21,0,0,39512.875,2.09,1.6376,0.1824,1.82,1.4064,0.4136,0.27,,
3,5,2008,21,15,0,39512.88542,1.926,1.6307,0.1769,1.8076,1.4025,0.4051,0.1184,,
3,5,2008,21,30,0,39512.89583,2.192,1.6368,0.1715,1.8083,1.3987,0.4096,0.3837,,
3,5,2008,21,45,0,39512.90625,2.012,1.6515,0.166,1.8175,1.3948,0.4227,0.1945,,
3,5,2008,22,0,0,39512.91667,1.977,1.6345,0.1606,1.7951,1.391,0.4042,0.1819,,
3,5,2008,22,15,0,39512.92708,2.226,1.6316,0.1551,1.7867,1.3871,0.3996,0.4393,,
3,5,2008,22,30,0,39512.9375,2.163,1.6006,0.1497,1.7503,1.3833,0.367,0.4127,,
3,5,2008,22,45,0,39512.94792,1.956,1.5979,0.1442,1.7421,1.3794,0.3627,0.2139,,
3,5,2008,23,0,0,39512.95833,1.781,1.5544,0.1388,1.6932,1.3755,0.3176,0.0878,,
3,5,2008,23,15,0,39512.96875,1.937,1.5338,0.1333,1.6672,1.3717,0.2955,0.2698,,
3,5,2008,23,30,0,39512.97917,1.996,1.5557,0.1279,1.6836,1.3678,0.3158,0.3124,,
3,5,2008,23,45,0,39512.98958,1.695,1.5111,0.1224,1.6335,1.364,0.2695,0.0615,,
3,6,2008,0,0,0,39513,1.91,1.3839,0.117,1.5009,1.3601,0.1408,0.4091,,
3,6,2008,0,15,0,39513.01042,1.651,1.3608,0.1201,1.4809,1.3563,0.1246,0.1701,,
3,6,2008,0,30,0,39513.02083,1.557,1.3314,0.1231,1.4545,1.3524,0.1021,0.1025,,
3,6,2008,0,45,0,39513.03125,1.506,1.3023,0.1262,1.4285,1.3486,0.0799,0.0775,,
3,6,2008,1,0,0,39513.04167,1.71,1.2575,0.1292,1.3867,1.3447,0.042,0.3233,,
3,6,2008,1,15,0,39513.05208,1.519,1.2289,0.1323,1.3612,1.3409,0.0203,0.1578,,
3,6,2008,1,30,0,39513.0625,1.528,1.2175,0.1354,1.3529,1.337,0.0159,0.1751,,
3,6,2008,1,45,0,39513.07292,1.54,1.2031,0.1384,1.3415,1.3332,0.0084,0.1985,,
3,6,2008,2,0,0,39513.08333,1.675,1.1831,0.1415,1.3246,1.3293,-0.0047,0.3504,,
3,6,2008,2,15,0,39513.09375,1.576,1.1776,0.1446,1.3222,1.3255,-0.0033,0.2538,,
3,6,2008,2,30,0,39513.10417,1.508,1.156,0.1476,1.3036,1.3216,-0.018,0.2044,,
3,6,2008,2,45,0,39513.11458,1.535,1.1558,0.1507,1.3065,1.3178,-0.0113,0.2285,,
3,6,2008,3,0,0,39513.125,1.565,1.1572,0.1538,1.311,1.3139,-0.0029,0.254,,
3,6,2008,3,15,0,39513.13542,1.348,1.1323,0.1568,1.2891,1.3101,-0.021,0.0589,,
3,6,2008,3,30,0,39513.14583,1.32,1.1194,0.1599,1.2793,1.3062,-0.0269,0.0407,,
3,6,2008,3,45,0,39513.15625,1.437,1.1204,0.1629,1.2833,1.3024,-0.019,0.1537,,
3,6,2008,4,0,0,39513.16667,1.408,1.1396,0.166,1.3056,1.2985,0.0071,0.1024,,
3,6,2008,4,15,0,39513.17708,1.523,1.1464,0.1691,1.3154,1.2947,0.0208,0.2076,,
3,6,2008,4,30,0,39513.1875,1.428,1.1187,0.1721,1.2908,1.2908,0,0.1372,,
3,6,2008,4,45,0,39513.19792,1.423,1.1588,0.1752,1.334,1.293,0.0409,0.089,,
3,6,2008,5,0,0,39513.20833,1.609,1.1699,0.1783,1.3481,1.2953,0.0529,0.2609,,
3,6,2008,5,15,0,39513.21875,1.423,1.2035,0.1813,1.3849,1.2975,0.0874,0.0381,,
3,6,2008,5,30,0,39513.22917,1.617,1.267,0.1844,1.4514,1.2997,0.1517,0.1656,,
3,6,2008,5,45,0,39513.23958,1.555,1.3214,0.1874,1.5088,1.302,0.2069,0.0462,,
3,6,2008,6,0,0,39513.25,1.805,1.3827,0.1905,1.5732,1.3042,0.269,0.2318,,
3,6,2008,6,15,0,39513.26042,1.776,1.4679,0.1936,1.6614,1.3064,0.355,0.1146,,
3,6,2008,6,30,0,39513.27083,2.084,1.5848,0.1966,1.7815,1.3087,0.4728,0.3025,,
3,6,2008,6,45,0,39513.28125,1.81,1.6511,0.1997,1.8508,1.3109,0.5399,-0.0408,,
3,6,2008,7,0,0,39513.29167,1.992,1.7021,0.2027,1.9049,1.3131,0.5917,0.0871,,
3,6,2008,7,15,0,39513.30208,2.078,1.7289,0.2058,1.9347,1.3153,0.6194,0.1433,,
3,6,2008,7,30,0,39513.3125,1.84,1.7505,0.2089,1.9594,1.3176,0.6418,-0.1194,,
3,6,2008,7,45,0,39513.32292,1.752,1.7029,0.2119,1.9148,1.3198,0.595,-0.1628,,
3,6,2008,8,0,0,39513.33333,2.009,1.6845,0.215,1.8995,1.322,0.5774,0.1095,,
3,6,2008,8,15,0,39513.34375,1.778,1.622,0.2181,1.84,1.3243,0.5158,-0.062,,
3,6,2008,8,30,0,39513.35417,1.718,1.5745,0.2211,1.7956,1.3265,0.4691,-0.0776,,
3,6,2008,8,45,0,39513.36458,1.639,1.5665,0.2242,1.7907,1.3287,0.462,-0.1517,,
3,6,2008,9,0,0,39513.375,1.694,1.5646,0.2273,1.7918,1.331,0.4609,-0.0978,,
3,6,2008,9,15,0,39513.38542,1.607,1.5444,0.2303,1.7747,1.3332,0.4415,-0.1677,,
3,6,2008,9,30,0,39513.39583,1.663,1.5568,0.2334,1.7902,1.3354,0.4548,-0.1272,,
3,6,2008,9,45,0,39513.40625,1.97,1.5694,0.2364,1.8059,1.3377,0.4682,0.1641,,
3,6,2008,10,0,0,39513.41667,1.663,1.5649,0.2395,1.8044,1.3399,0.4645,-0.1414,,
3,6,2008,10,15,0,39513.42708,1.62,1.5292,0.2426,1.7718,1.3421,0.4297,-0.1518,,
3,6,2008,10,30,0,39513.4375,1.693,1.5267,0.2456,1.7723,1.3444,0.428,-0.0793,,
3,6,2008,10,45,0,39513.44792,1.638,1.5253,0.2487,1.774,1.3466,0.4274,-0.136,,
3,6,2008,11,0,0,39513.45833,1.687,1.5398,0.2518,1.7915,1.3488,0.4427,-0.1045,,
3,6,2008,11,15,0,39513.46875,1.845,1.5451,0.2548,1.7999,1.351,0.4488,0.0451,,
3,6,2008,11,30,0,39513.47917,1.745,1.4865,0.2579,1.7444,1.3533,0.3911,0.0006,,
3,6,2008,11,45,0,39513.48958,1.511,1.498,0.2609,1.7589,1.3555,0.4034,-0.2479,,
3,6,2008,12,0,0,39513.5,1.638,1.4999,0.264,1.7639,1.3577,0.4061,-0.1259,,
3,6,2008,12,15,0,39513.51042,1.627,1.5019,0.2671,1.769,1.36,0.409,-0.142,,
3,6,2008,12,30,0,39513.52083,1.695,1.4915,0.2701,1.7617,1.3622,0.3995,-0.0667,,
3,6,2008,12,45,0,39513.53125,1.773,1.4829,0.2732,1.7561,1.3644,0.3916,0.0169,,
3,6,2008,13,0,0,39513.54167,1.517,1.4646,0.2762,1.7409,1.3667,0.3742,-0.2239,,
3,6,2008,13,15,0,39513.55208,1.621,1.4613,0.2793,1.7406,1.3689,0.3717,-0.1196,,
3,6,2008,13,30,0,39513.5625,1.795,1.4741,0.2824,1.7565,1.3711,0.3854,0.0385,,
3,6,2008,13,45,0,39513.57292,1.778,1.4768,0.2854,1.7622,1.3734,0.3889,0.0158,,
3,6,2008,14,0,0,39513.58333,1.568,1.4802,0.2885,1.7687,1.3756,0.3931,-0.2007,,
3,6,2008,14,15,0,39513.59375,1.673,1.4549,0.2916,1.7464,1.3778,0.3686,-0.0734,,
3,6,2008,14,30,0,39513.60417,1.83,1.4532,0.2946,1.7478,1.3801,0.3677,0.0822,,
3,6,2008,14,45,0,39513.61458,1.785,1.4625,0.2977,1.7601,1.3823,0.3779,0.0249,,
3,6,2008,15,0,0,39513.625,1.674,1.4581,0.3008,1.7589,1.3845,0.3744,-0.0849,,
3,6,2008,15,15,0,39513.63542,1.673,1.4532,0.3038,1.757,1.3868,0.3702,-0.084,,
3,6,2008,15,30,0,39513.64583,1.751,1.4351,0.3069,1.742,1.389,0.353,0.009,,
3,6,2008,15,45,0,39513.65625,1.565,1.4445,0.3099,1.7544,1.3912,0.3632,-0.1894,,
3,6,2008,16,0,0,39513.66667,1.745,1.4593,0.313,1.7723,1.3934,0.3788,-0.0273,,
3,6,2008,16,15,0,39513.67708,1.565,1.4658,0.3161,1.7819,1.3957,0.3862,-0.2169,,
3,6,2008,16,30,0,39513.6875,1.749,1.4641,0.3191,1.7832,1.3979,0.3853,-0.0342,,
3,6,2008,16,45,0,39513.69792,1.843,1.476,0.3222,1.7982,1.4001,0.398,0.0448,,
3,6,2008,17,0,0,39513.70833,1.831,1.4899,0.3253,1.8151,1.4024,0.4127,0.0159,,
3,6,2008,17,15,0,39513.71875,1.757,1.5076,0.3283,1.8359,1.4046,0.4313,-0.0789,,
3,6,2008,17,30,0,39513.72917,1.739,1.4854,0.3314,1.8168,1.4068,0.4099,-0.0778,,
3,6,2008,17,45,0,39513.73958,1.728,1.5163,0.3344,1.8507,1.4091,0.4417,-0.1227,,
3,6,2008,18,0,0,39513.75,1.682,1.5515,0.3375,1.889,1.4113,0.4777,-0.207,,
3,6,2008,18,15,0,39513.76042,1.779,1.5548,0.3406,1.8954,1.4135,0.4818,-0.1164,,
3,6,2008,18,30,0,39513.77083,1.707,1.5473,0.3436,1.8909,1.4158,0.4752,-0.1839,,
3,6,2008,18,45,0,39513.78125,1.59,1.5871,0.3467,1.9337,1.418,0.5157,-0.3437,,
3,6,2008,19,0,0,39513.79167,1.677,1.6074,0.3497,1.9572,1.4202,0.537,-0.2802,,
3,6,2008,19,15,0,39513.80208,1.605,1.5775,0.3528,1.9303,1.4225,0.5078,-0.3253,,
3,6,2008,19,30,0,39513.8125,1.656,1.5901,0.3559,1.946,1.4247,0.5213,-0.29,,
3,6,2008,19,45,0,39513.82292,2.023,1.6187,0.3589,1.9776,1.4269,0.5507,0.0454,,
3,6,2008,20,0,0,39513.83333,1.964,1.5887,0.362,1.9507,1.4292,0.5216,0.0133,,
3,6,2008,20,15,0,39513.84375,1.645,1.6025,0.3651,1.9675,1.4314,0.5362,-0.3225,,
3,6,2008,20,30,0,39513.85417,1.693,1.6284,0.3681,1.9966,1.4336,0.5629,-0.3036,,
3,6,2008,20,45,0,39513.86458,1.613,1.6338,0.3712,2.005,1.4358,0.5692,-0.392,,
3,6,2008,21,0,0,39513.875,1.591,1.6376,0.3743,2.0119,1.4381,0.5738,-0.4209,,
3,6,2008,21,15,0,39513.88542,1.8,1.6307,0.3773,2.008,1.4403,0.5677,-0.208,,
3,6,2008,21,30,0,39513.89583,1.661,1.6368,0.3804,2.0172,1.4425,0.5746,-0.3562,,
3,6,2008,21,45,0,39513.90625,1.571,1.6515,0.3834,2.0349,1.4448,0.5902,-0.4639,,
3,6,2008,22,0,0,39513.91667,1.54,1.6345,0.3865,2.021,1.447,0.574,-0.481,,
3,6,2008,22,15,0,39513.92708,1.852,1.6316,0.3896,2.0212,1.4492,0.5719,-0.1692,,
3,6,2008,22,30,0,39513.9375,1.626,1.6006,0.3926,1.9932,1.4515,0.5417,-0.3672,,
3,6,2008,22,45,0,39513.94792,1.731,1.5979,0.3957,1.9936,1.4537,0.5399,-0.2626,,
3,6,2008,23,0,0,39513.95833,1.397,1.5544,0.3988,1.9531,1.4559,0.4972,-0.5561,,
3,6,2008,23,15,0,39513.96875,1.319,1.5338,0.4018,1.9357,1.4582,0.4775,-0.6167,,
3,6,2008,23,30,0,39513.97917,1.563,1.5557,0.4049,1.9606,1.4604,0.5002,-0.3976,,
3,6,2008,23,45,0,39513.98958,1.422,1.5111,0.4079,1.919,1.4626,0.4564,-0.497,,
3,7,2008,0,0,0,39514,1.298,1.3839,0.411,1.7949,1.4649,0.3301,-0.4969,,
3,7,2008,0,15,0,39514.01042,1.228,1.3608,0.4096,1.7705,1.4671,0.3034,-0.5425,,
3,7,2008,0,30,0,39514.02083,1.483,1.3314,0.4083,1.7396,1.4693,0.2703,-0.2566,,
3,7,2008,0,45,0,39514.03125,1.321,1.3023,0.4069,1.7092,1.4715,0.2377,-0.3882,,
3,7,2008,1,0,0,39514.04167,1.292,1.2575,0.4055,1.663,1.4738,0.1892,-0.371,,
3,7,2008,1,15,0,39514.05208,1.268,1.2289,0.4042,1.633,1.476,0.157,-0.365,,
3,7,2008,1,30,0,39514.0625,1.097,1.2175,0.4028,1.6203,1.4782,0.1421,-0.5233,,
3,7,2008,1,45,0,39514.07292,1.396,1.2031,0.4014,1.6045,1.4805,0.124,-0.2085,,
3,7,2008,2,0,0,39514.08333,1.279,1.1831,0.4,1.5832,1.4827,0.1005,-0.3042,,
3,7,2008,2,15,0,39514.09375,1.263,1.1776,0.3987,1.5763,1.4849,0.0913,-0.3133,,
3,7,2008,2,30,0,39514.10417,1.2,1.156,0.3973,1.5533,1.4872,0.0661,-0.3533,,
3,7,2008,2,45,0,39514.11458,1.259,1.1558,0.3959,1.5517,1.4894,0.0623,-0.2927,,
3,7,2008,3,0,0,39514.125,1.22,1.1572,0.3946,1.5518,1.4916,0.0602,-0.3318,,
3,7,2008,3,15,0,39514.13542,1.19,1.1323,0.3932,1.5255,1.4939,0.0316,-0.3355,,
3,7,2008,3,30,0,39514.14583,1.218,1.1194,0.3918,1.5113,1.4961,0.0152,-0.2933,,
3,7,2008,3,45,0,39514.15625,1.261,1.1204,0.3905,1.5108,1.4983,0.0125,-0.2498,,
3,7,2008,4,0,0,39514.16667,1.268,1.1396,0.3891,1.5287,1.5006,0.0282,-0.2607,,
3,7,2008,4,15,0,39514.17708,1.144,1.1464,0.3877,1.5341,1.5028,0.0313,-0.3901,,
3,7,2008,4,30,0,39514.1875,1.099,1.1187,0.3863,1.505,1.505,0,-0.406,,
3,7,2008,4,45,0,39514.19792,1.273,1.1588,0.385,1.5438,1.5061,0.0376,-0.2708,,
3,7,2008,5,0,0,39514.20833,1.245,1.1699,0.3836,1.5535,1.5072,0.0463,-0.3085,,
3,7,2008,5,15,0,39514.21875,1.313,1.2035,0.3822,1.5858,1.5084,0.0774,-0.2728,,
